Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,64.500000,74.830002,60.500000,69.500000,69.500000,97069300
2021-03-11,74.930000,77.779999,70.129997,73.900002,73.900002,59629300
2021-03-12,72.470001,72.959999,69.110001,69.699997,69.699997,19714700
2021-03-15,70.019997,74.059998,66.250000,72.150002,72.150002,19549800
2021-03-16,73.730003,78.000000,73.180000,77.000000,77.000000,30274400
2021-03-17,76.029999,79.099998,74.889999,76.790001,76.790001,10054100
2021-03-18,76.000000,77.000000,66.800003,67.300003,67.300003,9627400
2021-03-19,69.470001,72.699997,68.080002,70.500000,70.500000,6776500
2021-03-22,71.809998,72.489998,69.540001,70.000000,70.000000,4238500
2021-03-23,70.099998,71.750000,67.629997,68.000000,68.000000,4456000
2021-03-24,69.970001,70.000000,64.010002,64.500000,64.500000,5460000
2021-03-25,62.009998,69.849998,60.689999,67.849998,67.849998,6283000
2021-03-26,67.889999,71.199997,64.769997,70.970001,70.970001,4531200
2021-03-29,69.000000,69.089996,66.510002,67.029999,67.029999,4351600
2021-03-30,66.980003,66.989998,64.474998,65.169998,65.169998,3394500
2021-03-31,65.500000,67.190002,64.570000,64.830002,64.830002,4094900
2021-04-01,66.800003,69.669998,65.900002,67.339996,67.339996,4063100
2021-04-05,70.139999,72.860001,68.559998,70.760002,70.760002,8609500
2021-04-06,71.239998,72.389999,70.760002,71.320000,71.320000,3915500
2021-04-07,70.699997,71.139999,67.879997,68.730003,68.730003,4424800
2021-04-08,69.470001,71.489998,68.839996,70.760002,70.760002,4244000
2021-04-09,70.500000,74.989998,70.205002,71.830002,71.830002,9245500
2021-04-12,71.820000,77.000000,71.510002,75.000000,75.000000,8004100
2021-04-13,74.690002,83.410004,73.510002,82.050003,82.050003,17893700
2021-04-14,79.110001,80.570000,74.051003,75.349998,75.349998,14785800
2021-04-15,75.500000,80.750000,74.559998,79.660004,79.660004,8841100
2021-04-16,78.000000,79.360001,75.120003,75.849998,75.849998,5156200
2021-04-19,75.870003,78.300003,71.430000,72.000000,72.000000,6637700
2021-04-20,71.500000,71.739998,67.300003,69.239998,69.239998,8393600
2021-04-21,68.809998,71.989998,67.599998,71.760002,71.760002,4525000
2021-04-22,71.500000,73.790001,69.099998,69.849998,69.849998,3372200
2021-04-23,70.040001,72.379997,69.589996,71.779999,71.779999,2729300
2021-04-26,72.000000,75.919998,71.309998,74.900002,74.900002,4192700
2021-04-27,74.769997,75.370003,72.330002,74.349998,74.349998,3200600
2021-04-28,74.769997,76.930000,73.639999,75.639999,75.639999,3084300
2021-04-29,76.709999,77.599998,72.830002,76.120003,76.120003,4374900
2021-04-30,74.809998,76.989998,73.910004,74.550003,74.550003,2420200
2021-05-03,74.860001,75.099998,70.610001,71.080002,71.080002,3212200
2021-05-04,71.000000,71.690002,67.657997,69.620003,69.620003,5379900
2021-05-05,70.599998,70.599998,66.459999,66.589996,66.589996,3206400
2021-05-06,66.500000,67.000000,63.830002,65.059998,65.059998,6004200
2021-05-07,67.010002,68.480003,66.199997,67.900002,67.900002,4808200
2021-05-10,68.839996,69.290001,64.000000,64.000000,64.000000,8124100
2021-05-11,64.879997,77.787003,64.699997,77.650002,77.650002,30995000
2021-05-12,74.209999,76.000000,71.089996,75.529999,75.529999,20823900
2021-05-13,75.150002,75.150002,67.510002,69.680000,69.680000,17769500
2021-05-14,71.199997,73.430000,69.250000,70.949997,70.949997,7676300
2021-05-17,70.949997,76.970001,70.910004,76.930000,76.930000,16797600
2021-05-18,76.699997,77.589996,73.480003,74.989998,74.989998,11688200
2021-05-19,70.330002,76.269997,70.330002,75.220001,75.220001,10886300
2021-05-20,75.720001,76.910004,73.010002,76.330002,76.330002,10951000
2021-05-21,77.480003,84.684998,77.309998,82.500000,82.500000,31672600
2021-05-24,82.599998,89.639999,82.500000,89.230003,89.230003,23117700
2021-05-25,90.000000,90.110001,85.510002,89.320000,89.320000,14314600
2021-05-26,89.949997,95.000000,88.750000,89.709999,89.709999,17543500
2021-05-27,89.260002,97.500000,87.589996,97.470001,97.470001,19850300
2021-05-28,96.849998,98.949997,92.529999,93.769997,93.769997,13462600
